node_id,latitude,longitude
6243765185,-5.5086794,105.453165
6243765187,-5.5080066,105.4532817
6243765189,-5.5081722,105.453157
6243765192,-5.5084082,105.4524231
6243765193,-5.5087755,105.4524609
6243765204,-5.5078756,105.450788
6243765205,-5.5279632,105.451415
6243765211,-5.5269412,105.4514362
6243765212,-5.52693,105.4516482
6243765213,-5.5269874,105.4505928
6243765214,-5.5278751,105.4524529
6243765220,-5.5280688,105.4507156
6243765221,-5.5279899,105.451203
6243765226,-5.5289857,105.4507819
6245943375,-5.506669,105.4705444
6245943384,-5.5045706,105.4692288
6245943387,-5.5036628,105.4695748
6245943402,-5.5020475,105.4697719
6248579239,-5.5137734,105.4601803
6248579240,-5.5137707,105.4613069
6248579250,-5.5155842,105.4621828
6248686204,-5.5051339,105.4359466
6248686225,-5.5068063,105.4313006
6248686226,-5.5035266,105.4309845
6248686236,-5.5047629,105.4307984
6248686243,-5.5005319,105.4322157
6248686428,-5.4936256,105.4349746
6248686460,-5.488298,105.4255128
6251108358,-5.52517,105.41318
6251108359,-5.5254664,105.4141583
6251108368,-5.5260063,105.4139464
6251108369,-5.5250045,105.413994
6251108374,-5.525696,105.4130224
6251108378,-5.5278778,105.4132256
6251108397,-5.5264682,105.4167742
6251108413,-5.5277663,105.4162525
6251108475,-5.5208483,105.4241127
6251108476,-5.5209044,105.4238418
6251108818,-5.5252314,105.4132296
6251108819,-5.5255832,105.4135521
6251108825,-5.5269934,105.4147404
6251112212,-5.5204853,105.4164965
6257093044,-5.5098435,105.4248932
6257400079,-5.4614328,105.4735287
6288133491,-5.4607477,105.4733499
6295562456,-5.5339487,105.4490197
6295562467,-5.5330411,105.4499799
6295562468,-5.533045,105.4496124
6295562477,-5.5331879,105.4500778
6295562482,-5.5324497,105.4494193
6295562785,-5.5321781,105.4496966
6295562787,-5.5326123,105.4488399
6295562788,-5.5325659,105.449131
6295562789,-5.5320354,105.4494135
6295562791,-5.5317943,105.4497506
6295562792,-5.5325098,105.4469007
6295562800,-5.545072,105.4577341
6295562806,-5.5457927,105.4572884
6295562807,-5.5450835,105.4566733
6295562817,-5.5456019,105.4562314
6295562847,-5.5463841,105.465019
6295562955,-5.5303767,105.4568598
6295562956,-5.5303713,105.4564145
6295562978,-5.5300056,105.4524931
6295562986,-5.5293621,105.4501418
6295562987,-5.5292073,105.4500027
6295562997,-5.5306597,105.4486471
6295563000,-5.5302612,105.448335
6295563006,-5.5321667,105.4467626
6295563012,-5.5345868,105.4470254
6295563015,-5.5331545,105.4476108
6295563016,-5.5331398,105.4476429
6295563019,-5.5327047,105.4474412
6295563021,-5.5327954,105.4472038
6295563023,-5.5329623,105.4467643
6295563031,-5.5333775,105.4471244
6295563050,-5.546874,105.4482888
6295563051,-5.5476357,105.4475961
6295563066,-5.5455485,105.4663494
7537031715,-5.5001947,105.4679936
7537031719,-5.5016577,105.4680419
7537031722,-5.5037562,105.4674303
7542001412,-5.5752555,105.4425233
7542001417,-5.5737076,105.4406577
7542001418,-5.5753789,105.4403917
7542012569,-5.5566536,105.4171778
7542022589,-5.56257,105.4177424
7561967049,-5.4998756,105.3940344
7561967060,-5.4993336,105.3898515
7561988290,-5.4930176,105.3826021
7562000058,-5.5048522,105.3880611
7562070454,-5.5053034,105.4030869
7562668344,-5.5972481,105.4537873
7562668345,-5.5972234,105.4533058
7562668358,-5.6179585,105.4555482
7562668362,-5.6183321,105.4538611
7562668364,-5.6184469,105.45311
7562668367,-5.6179237,105.4519808
7562721620,-5.5934455,105.4419708
7562776695,-5.5134644,105.3505477
7564804094,-5.5972842,105.454663
7564924219,-5.5047628,105.4032625
7564924222,-5.5050818,105.3874992
7564924244,-5.4997385,105.3898275
7564924249,-5.4951909,105.3807038
7564961650,-5.6189888,105.45138
7564961654,-5.6183882,105.4517394
7564961661,-5.6162634,105.4545209
7565007405,-5.5762034,105.3811786
7565007415,-5.5746044,105.3878197
7565549085,-5.5740651,105.4271757
7568226805,-5.5493554,105.40076
7568226813,-5.547743,105.4012066
7568226814,-5.5484277,105.4004098
7568226833,-5.5470275,105.4002544
7568226834,-5.548114,105.3985968
7568226847,-5.5346722,105.3943469
7568228143,-5.5289484,105.4066193
7568228149,-5.5379706,105.4137848
7568353450,-5.6048426,105.3996147
7568353453,-5.597475,105.3949705
7568353455,-5.6049066,105.4025638
7569453051,-5.6164716,105.4247604
7569453059,-5.6180876,105.4248162
7569453061,-5.6083611,105.4226748
7577285333,-5.5868093,105.4554516
7577285357,-5.5814383,105.4525977
7577285367,-5.5798059,105.4531536
7577296728,-5.5797832,105.440273
7577404450,-5.5806,105.4648501
7577606323,-5.5251894,105.4600784
7577616904,-5.5295531,105.450825
7577616910,-5.5289644,105.450861
7577656393,-5.5282889,105.4496661
7577656394,-5.5287913,105.4498853
